Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order_Date,Shipment_Date
First Class,Home Office,United States,Dallas,Texas,75220.0,Central,Office Supplies,Envelopes,114.848,4.0,0.2,35.89,26/11/2017,30/11/2017
Standard Class,Consumer,United States,Houston,Texas,77070.0,Central,Office Supplies,Paper,10.687999999999999,2.0,0.2,3.7408,26/11/2017,30/11/2017
Second Class,Consumer,United States,Springfield,Ohio,45503.0,East,Office Supplies,Paper,15.232000000000001,4.0,0.2,5.5216,26/11/2017,30/11/2017
Standard Class,Consumer,United States,Seattle,Washington,98103.0,West,Office Supplies,Art,12.42,3.0,0.0,5.2164,26/11/2017,30/11/2017
Standard Class,Corporate,United States,Seattle,Washington,98105.0,West,Office Supplies,Paper,19.44,3.0,0.0,9.3312,28/11/2017,28/11/2017
Standard Class,Consumer,United States,New York City,New York,10024.0,East,Office Supplies,Binders,70.368,4.0,0.2,26.388,28/11/2017,28/11/2017
First Class,Consumer,United States,Charlotte,North Carolina,28205.0,South,Office Supplies,Art,12.672,9.0,0.2,1.4256,28/11/2017,28/11/2017
Standard Class,Consumer,United States,Baltimore,Maryland,21215.0,East,Technology,Phones,89.95,5.0,0.0,43.176,28/11/2017,28/11/2017
Standard Class,Home Office,United States,San Francisco,California,94110.0,West,Office Supplies,Paper,6.58,2.0,0.0,3.0268,02/12/2017,04/12/2017
Standard Class,Home Office,United States,San Francisco,California,94110.0,West,Technology,Accessories,94.99,1.0,0.0,28.497,03/12/2017,07/12/2017
Second Class,Consumer,United States,Tucson,Arizona,85705.0,West,Technology,Phones,35.12,2.0,0.2,13.17,03/12/2017,07/12/2017
Standard Class,Consumer,United States,Los Angeles,California,90036.0,West,Office Supplies,Paper,25.92,4.0,0.0,12.4416,03/12/2017,08/12/2017
Standard Class,Corporate,United States,Waterbury,Connecticut,6708.0,East,Office Supplies,Binders,7.96,2.0,0.0,3.7412,03/12/2017,08/12/2017
Standard Class,Corporate,United States,Waterbury,Connecticut,6708.0,East,Technology,Phones,566.97,3.0,0.0,153.0819,03/12/2017,07/12/2017
Standard Class,Corporate,United States,Waterbury,Connecticut,6708.0,East,Office Supplies,Art,9.84,3.0,0.0,2.8536,04/12/2017,08/12/2017
Standard Class,Home Office,United States,Chicago,Illinois,60610.0,Central,Technology,Accessories,25.488000000000003,2.0,0.2,4.779,05/12/2017,08/12/2017
Second Class,Home Office,United States,Long Beach,New York,11561.0,East,Office Supplies,Fasteners,7.56,6.0,0.0,0.3024,05/12/2017,08/12/2017
Standard Class,Consumer,United States,Arlington,Virginia,22204.0,South,Furniture,Furnishings,60.84,3.0,0.0,19.4688,07/12/2017,12/12/2017
Standard Class,Consumer,United States,Arlington,Virginia,22204.0,South,Office Supplies,Storage,450.04,2.0,0.0,58.5052,07/12/2017,12/12/2017
Standard Class,Consumer,United States,Arlington,Virginia,22204.0,South,Office Supplies,Binders,34.6,2.0,0.0,16.608,09/12/2017,13/12/2017
Standard Class,Consumer,United States,Arlington,Virginia,22204.0,South,Technology,Phones,467.97,3.0,0.0,140.391,09/12/2017,13/12/2017
Standard Class,Consumer,United States,Arlington,Virginia,22204.0,South,Office Supplies,Binders,33.02,2.0,0.0,15.8496,10/12/2017,14/12/2017
First Class,Corporate,United States,Jacksonville,North Carolina,28540.0,South,Furniture,Furnishings,17.088,2.0,0.2,1.068,10/12/2017,14/12/2017
Second Class,Corporate,United States,Columbus,Ohio,43229.0,East,Office Supplies,Art,3.008,2.0,0.2,0.3384,10/12/2017,14/12/2017
Standard Class,Consumer,United States,Charlotte,North Carolina,28205.0,South,Office Supplies,Paper,268.24,7.0,0.2,93.884,12/12/2017,19/12/2017
Standard Class,Consumer,United States,Charlotte,North Carolina,28205.0,South,Technology,Accessories,431.16,5.0,0.2,107.79,13/12/2017,20/12/2017
Second Class,Corporate,United States,Buffalo,New York,14215.0,East,Technology,Phones,43.6,4.0,0.0,12.208,13/12/2017,18/12/2017
Second Class,Corporate,United States,Buffalo,New York,14215.0,East,Furniture,Furnishings,154.95,3.0,0.0,30.99,17/12/2017,24/12/2017
Standard Class,Corporate,United States,Houston,Texas,77041.0,Central,Office Supplies,Paper,15.552,3.0,0.2,5.4432,18/12/2017,20/12/2017
Standard Class,Consumer,United States,Memphis,Tennessee,38109.0,South,Office Supplies,Paper,42.208,2.0,0.2,13.7176,19/12/2017,20/12/2017
First Class,Consumer,United States,Plano,Texas,75023.0,Central,Office Supplies,Paper,10.368,2.0,0.2,3.6288,20/12/2017,26/12/2017
First Class,Home Office,United States,Salem,Oregon,97301.0,West,Office Supplies,Art,2.224,1.0,0.2,0.556,23/12/2017,28/12/2017
Standard Class,Consumer,United States,Columbus,Georgia,31907.0,South,Office Supplies,Envelopes,74.52,9.0,0.0,35.0244,23/12/2017,28/12/2017
Same Day,Corporate,United States,Columbia,Maryland,21044.0,East,Office Supplies,Art,17.52,3.0,0.0,5.256,23/12/2017,23/12/2017
Same Day,Corporate,United States,Columbia,Maryland,21044.0,East,Furniture,Chairs,1779.9,5.0,0.0,373.779,25/12/2017,30/12/2017
Same Day,Corporate,United States,Columbia,Maryland,21044.0,East,Office Supplies,Art,219.9,5.0,0.0,59.373000000000005,25/12/2017,30/12/2017
First Class,Consumer,United States,Portland,Oregon,97206.0,West,Office Supplies,Art,7.152,3.0,0.2,0.7152,26/12/2017,31/12/2017
Standard Class,Consumer,United States,Tallahassee,Florida,32303.0,South,Office Supplies,Paper,26.72,5.0,0.2,9.352,26/12/2017,31/12/2017
Same Day,Corporate,United States,Riverside,California,92503.0,West,Technology,Phones,1039.728,2.0,0.2,90.9762,26/12/2017,31/12/2017
Same Day,Corporate,United States,Riverside,California,92503.0,West,Office Supplies,Appliances,45.96,2.0,0.0,13.788,26/12/2017,31/12/2017
Standard Class,Consumer,United States,Lancaster,Ohio,43130.0,East,Office Supplies,Binders,456.588,2.0,0.7,-304.392,27/12/2017,01/01/2018
Standard Class,Consumer,United States,Lancaster,Ohio,43130.0,East,Technology,Machines,4499.985,5.0,0.7,-6599.978,27/12/2017,01/01/2018
Standard Class,Consumer,United States,Lancaster,Ohio,43130.0,East,Technology,Accessories,59.976000000000006,3.0,0.2,11.9952,27/12/2017,01/01/2018
First Class,Consumer,United States,San Francisco,California,94109.0,West,Office Supplies,Envelopes,6.12,3.0,0.0,2.8764,27/12/2017,01/01/2018
Standard Class,Home Office,United States,Moreno Valley,California,92553.0,West,Office Supplies,Appliances,10.98,1.0,0.0,2.9646,27/12/2017,01/01/2018
Standard Class,Home Office,United States,Moreno Valley,California,92553.0,West,Office Supplies,Fasteners,7.86,3.0,0.0,3.6156,27/12/2017,01/01/2018
Standard Class,Home Office,United States,Moreno Valley,California,92553.0,West,Office Supplies,Storage,51.45,3.0,0.0,13.8915,28/12/2017,01/01/2018
Standard Class,Home Office,United States,Moreno Valley,California,92553.0,West,Office Supplies,Binders,37.056,3.0,0.2,13.895999999999999,31/12/2017,04/01/2018
Standard Class,Consumer,United States,Chesapeake,Virginia,23320.0,South,Office Supplies,Appliances,203.92,4.0,0.0,55.0584,31/12/2017,04/01/2018
Standard Class,Consumer,United States,Chesapeake,Virginia,23320.0,South,Technology,Phones,29.56,4.0,0.0,7.9812,31/12/2017,04/01/2018
Standard Class,Consumer,United States,Chicago,Illinois,60623.0,Central,Office Supplies,Binders,8.568,3.0,0.8,-14.5656,31/12/2017,04/01/2018
Second Class,Corporate,United States,Charlotte,North Carolina,28205.0,South,Office Supplies,Storage,45.248000000000005,2.0,0.2,3.9592,31/12/2017,04/01/2018
Second Class,Corporate,United States,Charlotte,North Carolina,28205.0,South,Furniture,Tables,876.3,10.0,0.4,-292.1,03/01/2018,07/01/2018
Second Class,Corporate,United States,Charlotte,North Carolina,28205.0,South,Office Supplies,Supplies,185.37599999999998,2.0,0.2,-34.758,04/01/2018,08/01/2018
Standard Class,Consumer,United States,New York City,New York,10009.0,East,Office Supplies,Labels,25.06,2.0,0.0,11.7782,04/01/2018,07/01/2018
First Class,Consumer,United States,Chicago,Illinois,60653.0,Central,Office Supplies,Binders,2.89,1.0,0.8,-4.7685,09/01/2018,15/01/2018
First Class,Consumer,United States,Chicago,Illinois,60653.0,Central,Office Supplies,Fasteners,7.896,3.0,0.2,2.4675,09/01/2018,15/01/2018
First Class,Consumer,United States,Chicago,Illinois,60653.0,Central,Furniture,Furnishings,22.608,3.0,0.6,-10.1736,13/01/2018,17/01/2018
First Class,Consumer,United States,Chicago,Illinois,60653.0,Central,Office Supplies,Paper,30.528000000000002,8.0,0.2,9.54,13/01/2018,16/01/2018
Same Day,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,Office Supplies,Binders,4.842,3.0,0.7,-3.3894,17/01/2018,20/01/2018
Standard Class,Corporate,United States,Chicago,Illinois,60623.0,Central,Office Supplies,Binders,1.8,5.0,0.8,-2.88,17/01/2018,20/01/2018
First Class,Corporate,United States,Dallas,Texas,75217.0,Central,Technology,Accessories,39.984,2.0,0.2,-1.4994,18/01/2018,25/01/2018
Second Class,Corporate,United States,Las Vegas,Nevada,89115.0,West,Office Supplies,Paper,32.4,5.0,0.0,15.876,20/01/2018,23/01/2018
Second Class,Corporate,United States,Las Vegas,Nevada,89115.0,West,Office Supplies,Paper,97.88,2.0,0.0,48.94,20/01/2018,23/01/2018
Standard Class,Consumer,United States,Amarillo,Texas,79109.0,Central,Technology,Phones,307.168,4.0,0.2,30.7168,20/01/2018,26/01/2018
Standard Class,Corporate,United States,Middletown,Connecticut,6457.0,East,Office Supplies,Binders,26.9,5.0,0.0,13.181,20/01/2018,26/01/2018
First Class,Corporate,United States,New York City,New York,10035.0,East,Office Supplies,Envelopes,47.01,3.0,0.0,22.0947,22/01/2018,28/01/2018
First Class,Corporate,United States,New York City,New York,10035.0,East,Technology,Phones,469.99,1.0,0.0,136.2971,23/01/2018,25/01/2018
First Class,Corporate,United States,New York City,New York,10035.0,East,Furniture,Chairs,207.84599999999998,3.0,0.1,2.3094,30/01/2018,04/02/2018
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,Office Supplies,Storage,324.744,3.0,0.2,-77.1267,30/01/2018,04/02/2018
Second Class,Consumer,United States,Fresno,California,93727.0,West,Furniture,Furnishings,40.48,2.0,0.0,14.5728,03/02/2018,05/02/2018
Standard Class,Home Office,United States,Franklin,Tennessee,37064.0,South,Office Supplies,Labels,12.0,4.0,0.2,4.2,03/02/2018,05/02/2018
Standard Class,Home Office,United States,Franklin,Tennessee,37064.0,South,Office Supplies,Storage,720.064,4.0,0.2,-63.0056,04/02/2018,10/02/2018
Standard Class,Home Office,United States,Franklin,Tennessee,37064.0,South,Office Supplies,Storage,25.424,1.0,0.2,-4.7669999999999995,04/02/2018,10/02/2018
Standard Class,Home Office,United States,Franklin,Tennessee,37064.0,South,Office Supplies,Art,2.8160000000000003,2.0,0.2,0.3168,05/02/2018,07/02/2018
Standard Class,Home Office,United States,Franklin,Tennessee,37064.0,South,Office Supplies,Binders,3.2039999999999997,2.0,0.7,-2.5632,05/02/2018,07/02/2018
Standard Class,Consumer,United States,Raleigh,North Carolina,27604.0,South,Office Supplies,Binders,30.828000000000003,7.0,0.7,-24.6624,05/02/2018,07/02/2018
Standard Class,Consumer,United States,Raleigh,North Carolina,27604.0,South,Office Supplies,Art,47.61600000000001,3.0,0.2,5.952000000000001,06/02/2018,08/02/2018
Standard Class,Consumer,United States,Raleigh,North Carolina,27604.0,South,Technology,Phones,108.78399999999999,2.0,0.2,10.8784,06/02/2018,08/02/2018
First Class,Consumer,United States,Clinton,Maryland,20735.0,East,Office Supplies,Paper,4.77,1.0,0.0,2.1465,07/02/2018,13/02/2018
First Class,Consumer,United States,Clinton,Maryland,20735.0,East,Office Supplies,Art,7.98,3.0,0.0,2.0748,07/02/2018,12/02/2018
First Class,Consumer,United States,Clinton,Maryland,20735.0,East,Furniture,Tables,550.431,3.0,0.3,-47.1798,07/02/2018,12/02/2018
First Class,Consumer,United States,Clinton,Maryland,20735.0,East,Furniture,Furnishings,10.56,6.0,0.0,4.6464,07/02/2018,12/02/2018
First Class,Home Office,United States,Los Angeles,California,90049.0,West,Furniture,Bookcases,1497.6660000000002,2.0,0.15,140.9568,07/02/2018,13/02/2018
First Class,Home Office,United States,Los Angeles,California,90049.0,West,Technology,Phones,17.52,2.0,0.2,-3.5039999999999996,07/02/2018,10/02/2018
Second Class,Home Office,United States,North Las Vegas,Nevada,89031.0,West,Office Supplies,Art,113.22,3.0,0.0,29.4372,11/02/2018,11/02/2018
Second Class,Home Office,United States,North Las Vegas,Nevada,89031.0,West,Office Supplies,Paper,35.88,6.0,0.0,17.5812,13/02/2018,19/02/2018
Second Class,Home Office,United States,North Las Vegas,Nevada,89031.0,West,Office Supplies,Binders,4535.976,3.0,0.2,1644.2913,19/02/2018,23/02/2018
Standard Class,Consumer,United States,San Francisco,California,94109.0,West,Office Supplies,Fasteners,11.84,8.0,0.0,5.6832,19/02/2018,23/02/2018
Second Class,Home Office,United States,Cranston,Rhode Island,2920.0,East,Office Supplies,Storage,592.74,6.0,0.0,160.0398,24/02/2018,26/02/2018
Second Class,Consumer,United States,Jackson,Tennessee,38301.0,South,Office Supplies,Storage,111.67200000000001,9.0,0.2,6.9795,25/02/2018,03/03/2018
Standard Class,Home Office,United States,Newark,Delaware,19711.0,East,Office Supplies,Art,8.64,3.0,0.0,2.5056,25/02/2018,03/03/2018
Standard Class,Home Office,United States,Newark,Delaware,19711.0,East,Technology,Accessories,149.97,3.0,0.0,52.4895,25/02/2018,03/03/2018
Standard Class,Corporate,United States,Los Angeles,California,90036.0,West,Furniture,Chairs,232.88,5.0,0.2,17.465999999999998,25/02/2018,03/03/2018
Standard Class,Corporate,United States,Rome,New York,13440.0,East,Furniture,Chairs,90.882,1.0,0.1,15.147,25/02/2018,03/03/2018
Standard Class,Corporate,United States,Chicago,Illinois,60610.0,Central,Technology,Phones,508.76800000000003,4.0,0.2,38.1576,27/02/2018,03/03/2018
Standard Class,Corporate,United States,Chicago,Illinois,60610.0,Central,Office Supplies,Envelopes,9.912,3.0,0.2,3.2214,05/03/2018,07/03/2018
Standard Class,Corporate,United States,San Diego,California,92105.0,West,Furniture,Chairs,63.93600000000001,3.0,0.2,6.3936,05/03/2018,09/03/2018
Standard Class,Corporate,United States,San Diego,California,92105.0,West,Office Supplies,Art,59.52,3.0,0.0,15.4752,05/03/2018,09/03/2018
Standard Class,Corporate,United States,San Diego,California,92105.0,West,Technology,Phones,311.976,3.0,0.2,38.997,05/03/2018,09/03/2018
Standard Class,Corporate,United States,San Diego,California,92105.0,West,Office Supplies,Binders,50.352,3.0,0.2,17.6232,05/03/2018,09/03/2018
Standard Class,Consumer,United States,Houston,Texas,77036.0,Central,Technology,Phones,19.136,2.0,0.2,1.9136,05/03/2018,09/03/2018
Standard Class,Home Office,United States,West Palm Beach,Florida,33407.0,South,Office Supplies,Art,13.12,5.0,0.2,2.1319999999999997,05/03/2018,09/03/2018
Second Class,Consumer,United States,Los Angeles,California,90045.0,West,Furniture,Tables,241.56799999999998,2.0,0.2,-15.097999999999999,07/03/2018,12/03/2018
Second Class,Consumer,United States,Los Angeles,California,90045.0,West,Technology,Phones,479.92,2.0,0.2,41.993,10/03/2018,14/03/2018
Standard Class,Corporate,United States,Seattle,Washington,98103.0,West,Furniture,Chairs,307.13599999999997,4.0,0.2,-11.5176,12/03/2018,15/03/2018
Standard Class,Corporate,United States,Seattle,Washington,98103.0,West,Office Supplies,Labels,12.6,2.0,0.0,5.796,12/03/2018,14/03/2018
Standard Class,Corporate,United States,Seattle,Washington,98103.0,West,Technology,Accessories,159.98,2.0,0.0,57.5928,13/03/2018,17/03/2018
Standard Class,Consumer,United States,Des Moines,Iowa,50315.0,Central,Office Supplies,Envelopes,6.12,3.0,0.0,2.8764,13/03/2018,20/03/2018
Standard Class,Consumer,United States,Des Moines,Iowa,50315.0,Central,Furniture,Tables,1184.72,4.0,0.0,106.6248,13/03/2018,20/03/2018
Standard Class,Consumer,United States,New York City,New York,10024.0,East,Office Supplies,Appliances,45.96,2.0,0.0,13.788,14/03/2018,14/03/2018
Second Class,Consumer,United States,Arlington,Virginia,22204.0,South,Office Supplies,Binders,58.05,3.0,0.0,26.703000000000003,15/03/2018,18/03/2018
Second Class,Consumer,United States,Arlington,Virginia,22204.0,South,Office Supplies,Paper,71.28,11.0,0.0,34.2144,24/03/2018,26/03/2018
Standard Class,Consumer,United States,Pharr,Texas,78577.0,Central,Furniture,Tables,124.404,4.0,0.3,-21.3264,24/03/2018,26/03/2018
Standard Class,Consumer,United States,Arlington,Virginia,22204.0,South,Office Supplies,Paper,154.9,5.0,0.0,69.705,24/03/2018,26/03/2018
Standard Class,Consumer,United States,Arlington,Virginia,22204.0,South,Technology,Phones,1871.88,12.0,0.0,561.564,24/03/2018,26/03/2018
Standard Class,Consumer,United States,Houston,Texas,77070.0,Central,Furniture,Furnishings,16.192,2.0,0.6,-6.8816,25/03/2018,25/03/2018
Standard Class,Consumer,United States,Irving,Texas,75061.0,Central,Office Supplies,Storage,18.936,3.0,0.2,-3.7872,25/03/2018,25/03/2018
Standard Class,Consumer,United States,Irving,Texas,75061.0,Central,Office Supplies,Storage,12.672,3.0,0.2,-3.168,25/03/2018,25/03/2018
Standard Class,Consumer,United States,Irving,Texas,75061.0,Central,Office Supplies,Labels,5.04,2.0,0.2,1.764,01/04/2018,05/04/2018
Standard Class,Corporate,United States,Chicago,Illinois,60653.0,Central,Office Supplies,Paper,8.448,2.0,0.2,2.9568,05/04/2018,10/04/2018
Standard Class,Corporate,United States,Chicago,Illinois,60653.0,Central,Office Supplies,Appliances,20.387999999999998,2.0,0.8,-53.0088,05/04/2018,09/04/2018
Standard Class,Home Office,United States,Los Angeles,California,90049.0,West,Office Supplies,Paper,9.96,2.0,0.0,4.8804,05/04/2018,09/04/2018
Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401.0,South,Office Supplies,Appliances,320.64,4.0,0.0,89.7792,07/04/2018,09/04/2018
Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401.0,South,Technology,Accessories,52.0,4.0,0.0,23.4,07/04/2018,07/04/2018
First Class,Corporate,United States,New York City,New York,10024.0,East,Office Supplies,Binders,25.584,2.0,0.2,8.9544,10/04/2018,13/04/2018
First Class,Corporate,United States,New York City,New York,10024.0,East,Technology,Phones,464.0,5.0,0.0,134.56,14/04/2018,19/04/2018
First Class,Corporate,United States,New York City,New York,10024.0,East,Office Supplies,Appliances,235.95,3.0,0.0,77.8635,14/04/2018,19/04/2018
First Class,Corporate,United States,New York City,New York,10024.0,East,Office Supplies,Paper,39.96,4.0,0.0,17.982,14/04/2018,19/04/2018
Standard Class,Consumer,United States,Cuyahoga Falls,Ohio,44221.0,East,Office Supplies,Binders,18.528,4.0,0.7,-12.352,14/04/2018,19/04/2018
Standard Class,Consumer,United States,Seattle,Washington,98103.0,West,Technology,Accessories,17.9,2.0,0.0,3.4010000000000002,15/04/2018,18/04/2018
Standard Class,Consumer,United States,Seattle,Washington,98103.0,West,Office Supplies,Storage,81.96,2.0,0.0,0.0,16/04/2018,19/04/2018
